Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
CINEPOLIS PLAZA NAZAS,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,LIBERTAD,750,COLONIA,RESIDENCIAL DEL NAZAS,27083,5,COAHUILA DE ZARAGOZA,35,Torreón,1,Torreón                                                                                                       ,3639,25.53677041,-103.3573946,2023-11
CINEPOLIS PLAZA RAMOS (ARIZPE),EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,JAIME BENAVIDES POMPA,1660,COLONIA,DEL VALLE,25904,5,COAHUILA DE ZARAGOZA,27,Ramos Arizpe,1,Ramos Arizpe                                                                                                  ,702,25.54093823,-100.9417304,2023-11
CINEPOLIS SAN PEDRO COAHUILA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,MIGUEL HIDALGO,267,COLONIA,SALTILLO,27850,5,COAHUILA DE ZARAGOZA,33,San Pedro,1,San Pedro                                                                                                     ,106A,25.75874798,-102.9768365,2019-04
CINEPOLIS SENDERO SALTILLO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,DOCTOR JESÚS VALDÉS SÁNCHEZ,365,COLONIA,EX HACIENDA DE LOS CERRITOS,25010,5,COAHUILA DE ZARAGOZA,30,Saltillo,1,Saltillo                                                                                                      ,1373,25.44611466,-100.9580117,2010-07
CINEPOLIS SENDERO SALTILLO SUR,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,ANTONIO CÁRDENAS,4159,AMPLIACION,LOURDES,25070,5,COAHUILA DE ZARAGOZA,30,Saltillo,1,Saltillo                                                                                                      ,1852,25.37706446,-101.0113376,2020-04
CINEPOLIS VIP CUATRO CAMINOS,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,INDEPENDENCIA,1300,COLONIA,SANTA MARIA,27010,5,COAHUILA DE ZARAGOZA,35,Torreón,1,Torreón                                                                                                       ,51,25.56023185,-103.4335808,2023-11
CINEPOLIS VIP GALERÍAS LAGUNA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,PERIFERICO,RAUL LOPEZ SANCHEZ,6000,FRACCIONAMIENTO,RECIDENCIAL GALERIAS,27018,5,COAHUILA DE ZARAGOZA,35,Torreón,1,Torreón                                                                                                       ,761,25.58176035,-103.4023054,2010-07
CINEPOLIS VIP PASEO MONCLOVA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,HAROLD R PAPE,1000,COLONIA,ESTANCIAS DE SAN JUAN BAUTISTA,25733,5,COAHUILA DE ZARAGOZA,18,Monclova,1,Monclova                                                                                                      ,039A,26.9484947,-101.4128508,2023-11
CINEPOLIS VIP PASEO VILLALTA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,VENUSTIANO CARRANZA,5945,COLONIA,25,25204,5,COAHUILA DE ZARAGOZA,30,Saltillo,1,Saltillo                                                                                                      ,1903,25.47614538,-100.9755104,2023-11
CINEPOLIS VIP SENDERO SALTILLO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,DOCTOR JESÚS VALDÉS SÁNCHEZ,365,COLONIA,EX HACIENDA DE LOS CERRITOS,25010,5,COAHUILA DE ZARAGOZA,30,Saltillo,1,Saltillo                                                                                                      ,1373,25.44386102,-100.9587989,2023-11
CITICINEMAS TORREON,GRUPO CINEMAS DEL PACIFICO,31 a 50 personas,BOULEVARD,PEDRO RODRÍGUEZ TRIANA,1950,COLONIA,LA MERCED II,27276,5,COAHUILA DE ZARAGOZA,35,Torreón,1,Torreón                                                                                                       ,3111,25.50925509,-103.3980432,2010-07
EXHIBIDORA DEL BRAVO,EXHIBIDORA DEL BRAVO,11 a 30 personas,CALLE,NEGRETE,345,COLONIA,ZONA CENTRO,26170,5,COAHUILA DE ZARAGOZA,22,Nava,1,Nava                                                                                                          ,301,28.42452241,-100.7754026,2025-04
EXHIBIDORA DEL BRAVO,EXHIBIDORA DEL BRAVO,11 a 30 personas,PROLONGACION,PADRE DE LAS CASAS,403,COLONIA,CENTRO,26000,5,COAHUILA DE ZARAGOZA,25,Piedras Negras,1,Piedras Negras                                                                                                ,549,28.69955836,-100.5159772,2010-07
RIO CINEMAS ALAMEDA,EXHIBIDORA DEL BRAVO,11 a 30 personas,CALLE,GUADALUPE VICTORIA,685,COLONIA,CENTRO,25000,5,COAHUILA DE ZARAGOZA,30,Saltillo,1,Saltillo                                                                                                      ,286,25.42435645,-101.0068013,2010-07
RIO CINEMAS AZTECA,EXHIBIDORA DEL BRAVO,11 a 30 personas,CALLE,CUAUHTÉMOC,414,COLONIA,EL PUEBLO,25730,5,COAHUILA DE ZARAGOZA,18,Monclova,1,Monclova                                                                                                      ,991,26.90828768,-101.4183714,2010-07
RIO CINEMAS CHAPULTEPEC,EXHIBIDORA DEL BRAVO,11 a 30 personas,CALLE,MONTERREY,,COLONIA,ROMA,26860,5,COAHUILA DE ZARAGOZA,32,San Juan de Sabinas,14,Nueva Rosita                                                                                                  ,401,27.93715923,-101.2175276,2010-07
RIO CINEMAS NAVA,EXHIBIDORA DEL BRAVO,11 a 30 personas,CALLE,NEGRETE,435,COLONIA,CENTRO,26170,5,COAHUILA DE ZARAGOZA,22,Nava,1,Nava                                                                                                          ,301,28.42467819,-100.7754105,2019-11
RIO CINEMAS SABINAS,EXHIBIDORA DEL BRAVO,6 a 10 personas,AVENIDA,CUAUHTÉMOC,1661,COLONIA,FUNDADORES,26740,5,COAHUILA DE ZARAGOZA,28,Sabinas,1,Sabinas                                                                                                       ,343,27.86766975,-101.1231724,2010-07
RIO CINEMAS TECNOLOGICO,EXHIBIDORA DEL BRAVO,11 a 30 personas,BOULEVARD,LIBRAMIENTO MANUEL PÉREZ TREVIÑO,225,COLONIA,TECNOLÓGICO,26080,5,COAHUILA DE ZARAGOZA,25,Piedras Negras,1,Piedras Negras                                                                                                ,676,28.69048322,-100.5588348,2010-07
SPYRAL CONOS DE CINEPOLIS,CINEPOLIS DE MEXICO,0 a 5 personas,BOULEVARD,EMILIO ARIZPE DE LA MAZA,2019,ZONA COMERCIAL,EL MIMBRE,25080,5,COAHUILA DE ZARAGOZA,30,Saltillo,1,Saltillo                                                                                                      ,1852,25.37610345,-101.0131059,2020-11
279 CINEMEX PLAZA TECOMAN POP,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,RAMÓN SERRANO,846,COLONIA,EMPACADORAS DE LIMON,28180,6,COLIMA,9,Tecomán,1,Tecomán                                                                                                       ,696,18.90366419,-103.8801788,2025-04
49 CINEMEX COLIMA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,MARÍA AHUMADA DE GÓMEZ,371,COLONIA,CAMPESTRE BUGAMBILIAS,28970,6,COLIMA,10,Villa de Álvarez,1,Ciudad de Villa de Álvarez                                                                                    ,95,19.27389922,-103.7391428,2010-07
CINEMA MICRO 2001,SINDICATO DE TRABAJADORES DE LA INDUSTRIA CINEMATOGRAFICA SIMILARES Y CONEXOS DE LA REPUBLICA SECC 14,0 a 5 personas,CALLE,MACLOVIO HERRERA,47,COLONIA,CENTRO,28000,6,COLIMA,2,Colima,1,Colima                                                                                                        ,746,19.24669114,-103.7258855,2010-07
CINEMAS DEL COUNTRY,OPERADORA DE CINES Y TEATROS EN ESTADO DE COLIMA,31 a 50 personas,AVENIDA,FELIPE SEVILLA DEL RIO,201,COLONIA,JARDINES DE VISTA HERMOSA,28017,6,COLIMA,2,Colima,1,Colima                                                                                                        ,835,19.25458014,-103.714524,2010-07
CINEPOLIS PLAZA SAN FERNANDO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,CONSTITUCIÓN,555,COLONIA,LOMAS DE CIRCUNVALACIÓN,28010,6,COLIMA,2,Colima,1,Colima                                                                                                        ,318,19.25225188,-103.7203919,2012-06
CINEPOLIS PLAZA TECOMÁN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,INSURGENTES,35,COLONIA,CENTRO,28130,6,COLIMA,9,Tecomán,1,Tecomán                                                                                                       ,499,18.91596175,-103.877226,2023-11
CINEPOLIS PUNTO BAHÍA MANZANILLO (DUAL),EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,LICENCIADO MIGUEL DE LA MADRID HURTADO,3275,COLONIA,PLAYA AZUL,28218,6,COLIMA,7,Manzanillo,1,Manzanillo                                                                                                    ,329,19.10029905,-104.3252867,2010-07
CINEPOLIS SALAGUA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,LICENCIADO MIGUEL DE LA MADRID HURTADO,1580,COLONIA,SALAGUA,28219,6,COLIMA,7,Manzanillo,1,Manzanillo                                                                                                    ,1539,19.10217757,-104.3273788,2017-03
CINEPOLIS ZENTRALIA COLIMA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,PERIFERICO,TERCER ANILLO PERIFÉRICO,301,COLONIA,LAS PRIMAVERAS,28050,6,COLIMA,2,Colima,1,Colima                                                                                                        ,1509,19.26564486,-103.6972709,2013-07
11 CINEMEX AMBAR CAPITAL PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,CARRETERA,CARRETERA PANAMERICANA,651,COLONIA,PATRIA NUEVA,29040,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez                                                                                              ,1713,16.7451419,-93.07499164,2020-11
12 CINEMEX AMBAR CAPITAL PREMIUM,OPERADORA DE CINEMAS,31 a 50 personas,CARRETERA,NINGUNO,651,COLONIA,EL RETIRO,29040,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez                                                                                              ,1713,16.74534575,-93.07537191,2025-04
273 CINEMEX SORIANA TAPACHULA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,NINGUNO,182,COLONIA,CANTARRANAS,30700,7,CHIAPAS,89,Tapachula,1,Tapachula de Córdova y Ordóñez                                                                                ,105A,14.89347081,-92.27438377,2014-12
99 CINEMEX GALERIAS TUXTLA TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,BOULEVARD,DOCTOR BELISARIO DOMÍNGUEZ,1861,FRACCION,BUGAMBILIAS,29060,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez                                                                                              ,433,16.75522055,-93.1482572,2017-03
CINEMEX,CINEMEX,11 a 30 personas,CALLE,BOULEVAR DIAZ ORDAZ,,COLONIA,LAZARO CARDENAS,30747,7,CHIAPAS,89,Tapachula,1,Tapachula de Córdova y Ordóñez                                                                                ,757,14.9044303,-92.24777424,2026-04
CINEPOLIS GALERÍAS TAPACHULA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,NINGUNO,0,COLONIA,LAS HORTENCIAS,30797,7,CHIAPAS,89,Tapachula,1,Tapachula de Córdova y Ordóñez                                                                                ,1172,14.87611039,-92.28248019,2010-07
CINEPOLIS PASO LIMÓN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,JAIME SABINES,250,COLONIA,PASO LIMON,29049,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez                                                                                              ,1696,16.76429073,-93.07950181,2023-11
CINEPOLIS PLAZA COMERCIAL TONALÁ,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,HIDALGO,312,COLONIA,SAN RAMON,30500,7,CHIAPAS,97,Tonalá,1,Tonalá                                                                                                        ,602,16.09956921,-93.76949491,2016-01
CINEPOLIS PLAZA LAS AMÉRICAS (ANTES PLAZA DEL SOL),EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,QUINTA NORTE PONIENTE,2650,COLONIA,PLAZA LAS AMERICAS,29000,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez                                                                                              ,268A,16.76311086,-93.14037325,2010-07
CINEPOLIS PLAZA LAS FLORES COMITÁN,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,NINGUNO,0,COLONIA,MARANO N RUIZ,30098,7,CHIAPAS,19,Comitán de Domínguez,1,Comitán de Domínguez                                                                                          ,729,16.21559803,-92.11585497,2014-12
CINEPOLIS PLAZA LAS FLORES VILLAFLORES,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,SEXTA SUR,48,COLONIA,ALMACENES,30479,7,CHIAPAS,108,Villaflores,1,Villaflores                                                                                                   ,542,16.2246879,-93.27487976,2010-07
CINEPOLIS POLIFORUM TUXTLA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CALZADA,ANDRÉS SERRA ROJAS,250,COLONIA,EL RETIRO,29040,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez                                                                                              ,1709,16.74792619,-93.08273645,2010-07
CINEPOLIS SAN CRISTÓBAL (CHIAPAS),EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,DIAGONAL,HERMANOS PANIAGUA,50,BARRIO,DEL VALLE,29240,7,CHIAPAS,78,San Cristóbal de las Casas,1,San Cristóbal de las Casas                                                                                    ,433,16.73360444,-92.65187647,2010-07
CINEPOLIS TAPACHULA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,A PUERTO MADERO KM 2,0,COLONIA,CANTARRANAS,30797,7,CHIAPAS,89,Tapachula,1,Tapachula de Córdova y Ordóñez                                                                                ,105A,14.89674103,-92.27457321,2010-07
CINESTAR,,6 a 10 personas,PERIFERICO,ORIENTE NORTE,3,BARRIO,EL HERRADERO,29950,7,CHIAPAS,59,Ocosingo,1,Ocosingo                                                                                                      ,1737,16.91548436,-92.09364302,2019-11
SALA DE CINE COMPUSYSTEM,,0 a 5 personas,AVENIDA,SEGUNDA PONIENTE SUR,,BARRIO,SANTO DOMINGO,30110,7,CHIAPAS,104,Tzimol,1,Tzimol                                                                                                        ,98,16.18052734,-92.18799091,2019-11
110 CINEMEX HOLLYWOOD CHIHUAHUA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,HACIENDA DE LA ESPERANZA ,7301,COLONIA,HACIENDAS DEL VALLE,31217,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua                                                                                                     ,5940,28.63147856,-106.1237139,2010-07
121 CINEMEX JUVENTUD POP,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,UNIVERSITARIO,401,COLONIA,PASEOS DE CHIHUAHUA,31119,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua                                                                                                     ,5461,28.70381228,-106.1287098,2014-12
137 CINEMEX LIBRAMIENTO POP,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,INDEPENDENCIA,1450,COLONIA,AEROPUERTO,32300,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua                                                                                                     ,2325,28.6206177,-106.0510103,2023-11
160 CINEMEX MIRADOR TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,ANTONIO ORTIZ MENA,33000,COLONIA,LAS AGUILAS,31063,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua                                                                                                     ,2185,28.63970424,-106.0991714,2016-01
210 CINEMEX PLAZA EL CAMINO CD JUAREZ TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,EJÉRCITO NACIONAL,7595,COLONIA,USOS MIXTOS,32530,8,CHIHUAHUA,37,Juárez,1,Juárez                                                                                                        ,5243,31.70180603,-106.4152716,2010-07
256 CINEMEX SAN LORENZO TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,TECNOLOGICO,5298,COLONIA,SAN LORENZO,32320,8,CHIHUAHUA,37,Juárez,1,Juárez                                                                                                        ,492,31.73590448,-106.4246664,2016-01
261 CINEMEX SANDERS TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,EDUARDO SANDERS,1551,COLONIA,EL BARREAL,32040,8,CHIHUAHUA,37,Juárez,1,Juárez                                                                                                        ,3660,31.72263617,-106.4694488,2014-12
60 CINEMEX DELICIAS TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,DEL PARQUE ORIENTE ,1000,COLONIA,SECTOR ORIENTE,33000,8,CHIHUAHUA,21,Delicias,1,Delicias                                                                                                      ,721,28.18664597,-105.4626446,2014-12
61 CINEMEX DISTRITO UNO PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,CIUDADELA,3000,COLONIA,DESARROLLO EL SAUCITO,31114,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua                                                                                                     ,5692,28.66262424,-106.1264833,2023-11
62 CINEMEX DISTRITO UNO PREMIUM,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,CITADELA,0,COLONIA,DISTRITO UNO,31114,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua                                                                                                     ,5692,28.66153206,-106.1263388,2025-04
89 CINEMEX FUENTES MARES TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,FUENTES MARES,,COLONIA,SANTA ROSA,31060,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua                                                                                                     ,2325,28.62145088,-106.0513067,2016-01
97 CINEMEX GALERIAS TEC TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,PEDRO ROSALES DE LEON,1770,FRACCIONAMIENTO,GALERIAS TEC,32500,8,CHIHUAHUA,37,Juárez,1,Juárez                                                                                                        ,4264,31.71598562,-106.4238213,2014-12
CINE PASO DEL NORTE,,0 a 5 personas,CALLE,FRANCISCO VILLA,107,COLONIA,CENTRO,32000,8,CHIHUAHUA,37,Juárez,1,Juárez                                                                                                        ,844,31.73978545,-106.4831546,2010-07
